ID_PV;EL_Filename;Rated_Power;Vmp_V;Imp_A;Voc_V;Isc_A;Crack_Type;Severity_Level;Power_Loss;Actual_Power;Crack_Area;HotSpot_Area;Edge_Damage;Num_Cracks;Inspection_Date;EL_FilePath;Data_Source
PV-101;220601091398_0000000000000001323;310;32.06.00;09.51;40.02.00;0,431944444;Barcode_Vertical_Ribbon_Fail_HalfCut;Severe;10;279;29.08.00;71.27.00;0;9380;04/01/2022;/content/drive/MyDrive/EL_Dataset_98/220601091394_0000000000000001323.jpg;Real_Inspection
PV-102;220601103483_0000000000000001324;310;32.06.00;09.51;40.02.00;0,431944444;Cascade_Thermal_Shock_Crack;Critical;41;183;27.09.00;68.57.00;1;33798;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601103483_0000000000000001324.jpg;Real_Inspection
PV-103;220601132995_0000000000000001325;310;32.06.00;09.51;40.02.00;0,431944444;PID_Suspect_Diffuse;Moderate;8;285;25.62;73.76;0;5115;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601132995_0000000000000001325.jpg;Real_Inspection
PV-104;220601171387_0000000000000001326;310;32.06.00;09.51;40.02.00;0,431944444;Upper_Zone_Crack_Cluster;Moderate;12;273;28.29.00;73.88;0;9822;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601171387_0000000000000001326.jpg;Real_Inspection
PV-105;220601128984_0000000000000001327;310;32.06.00;09.51;40.02.00;0,431944444;Thermal_Cycle_Crack+Distributed_Aging_Bands;Moderate;7;288;26.09.00;71.04.00;0;9333;5/19/2022;/content/drive/MyDrive/EL_Dataset_98/220601128984_0000000000000001327.jpg;Real_Inspection
PV-106;220601083561_0000000000000001328;310;32.06.00;09.51;40.02.00;0,431944444;Catastrophic_Encapsulation_Fail+Exposed_Wiring;Catastrophic;60;124;26.64;72.01.00;1;41262;04/01/2022;/content/drive/MyDrive/EL_Dataset_98/220601083561_0000000000000001328.jpg;Real_Inspection
PV-107;220601164651_0000000000000001329;310;32.06.00;09.51;40.02.00;0,431944444;PID_Suspect_Blobs_HalfCut;Moderate;5;294;28.61;72.71;0;5649;04/01/2022;/content/drive/MyDrive/EL_Dataset_98/220601164651_0000000000000001329.jpg;Real_Inspection
PV-108;220601080206_0000000000000001330;310;32.06.00;09.51;40.02.00;0,431944444;Multi_Zone_Comb_Onset+Diffuse;Severe;17;257;27.79;70.75;0;12680;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601080206_0000000000000001330.jpg;Real_Inspection
PV-109;220601151910_0000000000000001331;310;32.06.00;09.51;40.02.00;0,431944444;Mature_Staircase_Crack;Severe;10;279;26.33.00;70.34.00;0;12273;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601151910_0000000000000001331.jpg;Real_Inspection
PV-110;220601082698_0000000000000001332;310;32.06.00;09.51;40.02.00;0,431944444;Vertical_Ribbon_Failure+Pressure;Severe;16;260;26.82;70.55.00;1;10436;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601082693_0000000000000001332.jpg;Real_Inspection
PV-111;220601146832_0000000000000001333;310;32.06.00;09.51;40.02.00;0,431944444;Mature_Staircase_Crack;Severe;12;273;27.57.00;74.26.00;1;10619;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601146842_0000000000000001333.jpg;Real_Inspection
PV-112;220601114763_0000000000000001334;310;32.06.00;09.51;40.02.00;0,431944444;Edge_Zone_Crack+Dual_Zone_Damage;Severe;17;257;29.34.00;70.23.00;0;11607;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601114766_0000000000000001334.jpg;Real_Inspection
PV-113;220601147172_0000000000000001335;310;32.06.00;09.51;40.02.00;0,431944444;Mid_Panel_Band_Crack+Tree_Branch_Crack;Moderate;6;291;27.51.00;71.89;0;3680;04/01/2022;/content/drive/MyDrive/EL_Dataset_98/220601147172_0000000000000001335.jpg;Real_Inspection
PV-114;220601167092_0000000000000001336;310;32.06.00;09.51;40.02.00;0,431944444;Localized_Col23_Impact;Moderate;4;298;27.69;72.26.00;0;3581;04/01/2022;/content/drive/MyDrive/EL_Dataset_98/220601167092_0000000000000001336.jpg;Real_Inspection
PV-115;220601145733_0000000000000001337;310;32.06.00;09.51;40.02.00;0,431944444;Quadrant_Mounting_Damage;Severe;18;254;26.87;73.29.00;0;12937;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601145733_0000000000000001337.jpg;Real_Inspection
PV-116;220601152082_0000000000000001338;310;32.06.00;09.51;40.02.00;0,431944444;Vertical_Busbar_Ribbon_Fail;Severe;17;257;29.09.00;70.89;0;11593;04/01/2022;/content/drive/MyDrive/EL_Dataset_98/220601152082_0000000000000001338.jpg;Real_Inspection
PV-117;220601088153_0000000000000001339;310;32.06.00;09.51;40.02.00;0,431944444;Complete_Substing_Bypass_Failure;Critical;46;167;27.29.00;68.98;1;33763;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601088155_0000000000000001339.jpg;Real_Inspection
PV-118;220601082049_0000000000000001340;310;32.06.00;09.51;40.02.00;0,431944444;Multi_Mode+Hardware_Artifact;Critical;25;232;28.45.00;71.98;1;18954;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601082049_0000000000000001340.jpg;Real_Inspection
PV-119;220601086295_0000000000000001341;310;32.06.00;09.51;40.02.00;0,431944444;Triple_Mode_Active_Encap_Failure;Catastrophic;62;118;26.71;72.28.00;1;38755;04/04/2022;/content/drive/MyDrive/EL_Dataset_98/220601086295_0000000000000001341.jpg;Real_Inspection
PV-120;220601162016_0000000000000001342;310;32.06.00;09.51;40.02.00;0,431944444;Diagonal_Corner_Crack;Severe;17;257;29.03.00;74.05.00;0;13062;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601162018_0000000000000001342.jpg;Real_Inspection
PV-121;220601166831_0000000000000001343;310;32.06.00;09.51;40.02.00;0,431944444;Multi_Cell_Inactive+Near_Perfect_Baseline;Good;1;307;28.42.00;73.48.00;0;597;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601166831_0000000000000001343.jpg;Real_Inspection
PV-122;220601159909_0000000000000001344;310;32.06.00;09.51;40.02.00;0,431944444;Crystallographic_Crack_Propagation;Critical;40;186;30.03.00;71.79;1;26021;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601159909_0000000000000001344.jpg;Real_Inspection
PV-123;220601120764_0000000000000001345;310;32.06.00;09.51;40.02.00;0,431944444;Near_Perfect_Baseline;Good;1;307;29.44.00;73.41.00;0;543;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601120764_0000000000000001345.jpg;Real_Inspection
PV-124;220601113888_0000000000000001346;310;32.06.00;09.51;40.02.00;0,431944444;Corner_Impact_Crack+Delamination;Severe;15;264;28.97;70.04.00;0;14171;04/01/2022;/content/drive/MyDrive/EL_Dataset_98/220601113828_0000000000000001346.jpg;Real_Inspection
PV-125;220601106641_0000000000000001347;310;32.06.00;09.51;40.02.00;0,431944444;Minor_Crack_Partial_Inactive;Minor;2;304;29.81;72.99;0;3403;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601106641_0000000000000001347.jpg;Real_Inspection
PV-126;220601090769_0000000000000001348;310;32.06.00;09.51;40.02.00;0,431944444;Inactive_Fragment+Delamination;Severe;17;257;28.68;72.82;0;9415;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601090729_0000000000000001348.jpg;Real_Inspection
PV-127;220601090647_0000000000000001349;310;32.06.00;09.51;40.02.00;0,431944444;Minimal_Column_Boundary;Minor;2;304;29.05.00;72.24.00;0;2071;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601090647_0000000000000001349.jpg;Real_Inspection
PV-128;220601093403_0000000000000001350;310;32.06.00;09.51;40.02.00;0,431944444;Minor_Scattered_Spots;Minor;2;304;28.05.00;72.52.00;0;2855;04/04/2022;/content/drive/MyDrive/EL_Dataset_98/220601093403_0000000000000001350.jpg;Real_Inspection
PV-129;220601150313_0000000000000001351;310;32.06.00;09.51;40.02.00;0,431944444;Staircase+Comb+Diffuse_Triple;Severe;14;267;28.59.00;71.71;0;9722;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601150313_0000000000000001351.jpg;Real_Inspection
PV-130;220601138335_0000000000000001352;310;32.06.00;09.51;40.02.00;0,431944444;Multi_Mode+Hardware_Artifact;Critical;30;217;25.96;71.11.00;1;30216;5/19/2022;/content/drive/MyDrive/EL_Dataset_98/220601138335_0000000000000001352.jpg;Real_Inspection
PV-131;220601159634_0000000000000001353;310;32.06.00;09.51;40.02.00;0,431944444;Asymmetric_Right_Side_Damage;Severe;14;267;28.45.00;73.54.00;0;14072;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601159634_0000000000000001353.jpg;Real_Inspection
PV-132;220601126175_0000000000000001354;310;32.06.00;09.51;40.02.00;0,431944444;Staircase+Comb+Diffuse_Triple;Severe;11;276;26;74.63;0;13331;04/04/2022;/content/drive/MyDrive/EL_Dataset_98/220601126175_0000000000000001354.jpg;Real_Inspection
PV-133;220601153666_0000000000000001355;310;32.06.00;09.51;40.02.00;0,431944444;Complete_Upper_Left_Substing;Severe;16;260;28.54.00;71.49.00;0;13961;04/01/2022;/content/drive/MyDrive/EL_Dataset_98/220601153666_0000000000000001355.jpg;Real_Inspection
PV-134;220601115247_0000000000000001356;310;32.06.00;09.51;40.02.00;0,431944444;Multi_Cell_Inactive+Diffuse_PID_Suspect;Moderate;7;288;28.23.00;70.45.00;0;4059;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601115247_0000000000000001356.jpg;Real_Inspection
PV-135;220601103289_0000000000000001357;310;32.06.00;09.51;40.02.00;0,431944444;Multi_Mode+Hardware_Artifact;Critical;30;217;27.99;71.75;0;15200;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601103289_0000000000000001357.jpg;Real_Inspection
PV-136;220601140890_0000000000000001358;310;32.06.00;09.51;40.02.00;0,431944444;Minor_Scattered_Spots;Minor;2;304;28.61;72.18.00;0;2763;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601140890_0000000000000001358.jpg;Real_Inspection
PV-137;220601149449_0000000000000001359;310;32.06.00;09.51;40.02.00;0,431944444;Inactive_Cluster+Physical_Damage;Critical;41;183;28.64;69.14.00;0;31073;04/05/2022;/content/drive/MyDrive/EL_Dataset_98/220601149449_0000000000000001359.jpg;Real_Inspection
PV-138;220601095305_0000000000000001360;310;32.06.00;09.51;40.02.00;0,431944444;Upper_Substing_Damage_HalfCut;Moderate;6;291;26.27.00;71.08.00;0;3488;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601095305_0000000000000001360.jpg;Real_Inspection
PV-139;220601172920_0000000000000001361;310;32.06.00;09.51;40.02.00;0,431944444;Staircase_Crack_HalfCut;Moderate;11;276;26.51.00;70.84;0;8356;5/19/2022;/content/drive/MyDrive/EL_Dataset_98/220601172920_0000000000000001361.jpg;Real_Inspection
PV-140;220601141476_0000000000000001362;310;32.06.00;09.51;40.02.00;0,431944444;Random_Scatter_Crack+PID_Mechanical;Severe;13;270;28.17.00;72.85;1;12778;04/04/2022;/content/drive/MyDrive/EL_Dataset_98/220601141476_0000000000000001362.jpg;Real_Inspection
PV-141;220601146234_0000000000000001363;310;32.06.00;09.51;40.02.00;0,431944444;Staircase_Crack_HalfCut;Moderate;9;282;28.16.00;71.28.00;0;5995;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601146234_0000000000000001363.jpg;Real_Inspection
PV-142;220601088335_0000000000000001364;310;32.06.00;09.51;40.02.00;0,431944444;Localized_Col23_Impact;Moderate;4;298;28.95;73.53.00;0;5826;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601088335_0000000000000001364.jpg;Real_Inspection
PV-143;220601101689_0000000000000001365;310;32.06.00;09.51;40.02.00;0,431944444;Vertical_Ribbon_Failure+Pressure;Severe;12;273;27.21.00;73.29.00;0;12888;04/04/2022;/content/drive/MyDrive/EL_Dataset_98/220601101689_0000000000000001365.jpg;Real_Inspection
PV-144;220601081542_0000000000000001366;310;32.06.00;09.51;40.02.00;0,431944444;Frame_Stress_Crack+Scattered_Minor_Damage;Moderate;8;285;27.09.00;73.68;0;5797;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601081542_0000000000000001366.jpg;Real_Inspection
PV-145;220601163245_0000000000000001367;310;32.06.00;09.51;40.02.00;0,431944444;Random_Scatter_Crack+Diagonal_Corner_Crack;Severe;12;273;27.49.00;74.03.00;0;9677;5/19/2022;/content/drive/MyDrive/EL_Dataset_98/220601163285_0000000000000001367.jpg;Real_Inspection
PV-146;220601105284_0000000000000001368;310;32.06.00;09.51;40.02.00;0,431944444;Different_Module_Type+Edge_Delamination;Critical;50;155;31.12.00;72.27.00;1;22026;04/01/2022;/content/drive/MyDrive/EL_Dataset_98/220601105289_0000000000000001368.jpg;Real_Inspection
PV-147;220601160219_0000000000000001369;310;32.06.00;09.51;40.02.00;0,431944444;Solder_Bond_Degradation+Minor_Crack_Partial_Inactive;Minor;1;307;28.48.00;70.23.00;0;2365;04/01/2022;/content/drive/MyDrive/EL_Dataset_98/220601160219_0000000000000001369.jpg;Real_Inspection
PV-148;220601141642_0000000000000001370;310;32.06.00;09.51;40.02.00;0,431944444;Busbar_Adjacent_Crack+Excellent_HalfCut_Baseline;Good;1;307;28.39.00;74.02.00;0;473;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601141642_0000000000000001370.jpg;Real_Inspection
PV-149;220601148866_0000000000000001371;310;32.06.00;09.51;40.02.00;0,431944444;Localized_Cell_Crack+Minimal_Scattered;Minor;2;304;29.05.00;70.42.00;0;1549;04/01/2022;/content/drive/MyDrive/EL_Dataset_98/220601148866_0000000000000001371.jpg;Real_Inspection
PV-150;220601141529_0000000000000001372;310;32.06.00;09.51;40.02.00;0,431944444;Minor_Inactive_Fragment;Minor;1;307;27.89;72.96;0;3504;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601141529_0000000000000001372.jpg;Real_Inspection
PV-151;220601115447_0000000000000001373;310;32.06.00;09.51;40.02.00;0,431944444;Solder_Bond_Degradation+Horizontal_Band;Severe;12;273;26.96;71.86;0;10279;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601115547_0000000000000001373.jpg;Real_Inspection
PV-152;220601103793_0000000000000001374;310;32.06.00;09.51;40.02.00;0,431944444;PID_Suspect_Point_Defects;Moderate;5;294;25.77;73.88;0;6283;04/04/2022;/content/drive/MyDrive/EL_Dataset_98/220601103793_0000000000000001374.jpg;Real_Inspection
PV-153;220601100309_0000000000000001375;310;32.06.00;09.51;40.02.00;0,431944444;Staircase+Comb+Diffuse_Triple;Severe;11;276;27.55.00;73.78;0;11446;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601100309_0000000000000001375.jpg;Real_Inspection
PV-154;220601089860_0000000000000001376;310;32.06.00;09.51;40.02.00;0,431944444;Thermal_Cycle_Crack+Inactive_Cluster;Critical;37;195;25.58.00;68.68;1;16984;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601089860_0000000000000001376.jpg;Real_Inspection
PV-155;220601133932_0000000000000001377;310;32.06.00;09.51;40.02.00;0,431944444;Triple_Mode_Active_Encap_Failure;Catastrophic;59;127;26.75;72.29.00;1;41349;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601133932_0000000000000001377.jpg;Real_Inspection
PV-156;220601129922_0000000000000001378;310;32.06.00;09.51;40.02.00;0,431944444;Inactive_Fragment+Delamination;Severe;12;273;28.59.00;73.04.00;1;10798;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601129922_0000000000000001378.jpg;Real_Inspection
PV-157;220601157709_0000000000000001379;310;32.06.00;09.51;40.02.00;0,431944444;Mid_Panel_Band_Crack+Left_Substing_Inactive;Severe;17;257;28.11.00;72.78;0;13546;5/19/2022;/content/drive/MyDrive/EL_Dataset_98/220601157709_0000000000000001379.jpg;Real_Inspection
PV-158;220601155745_0000000000000001380;310;32.06.00;09.51;40.02.00;0,431944444;EVA_Delamination_Large_Zone;Severe;12;273;26.45.00;70.27.00;0;10758;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601155745_0000000000000001380.jpg;Real_Inspection
PV-159;220601165592_0000000000000001381;310;32.06.00;09.51;40.02.00;0,431944444;Dark_Spot_Scattered;Moderate;8;285;28.32.00;71.87;0;7603;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601165392_0000000000000001381.jpg;Real_Inspection
PV-160;220601086254_0000000000000001382;310;32.06.00;09.51;40.02.00;0,431944444;Diagonal_Corner_Crack;Severe;12;273;27.74;74.71;0;11511;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601086254_0000000000000001382.jpg;Real_Inspection
PV-161;220601113464_0000000000000001383;310;32.06.00;09.51;40.02.00;0,431944444;Linear_Crack_Scattered;Moderate;5;294;26.05.00;70.91;0;7942;04/04/2022;/content/drive/MyDrive/EL_Dataset_98/220601113434_0000000000000001383.jpg;Real_Inspection
PV-162;220601096907_0000000000000001384;310;32.06.00;09.51;40.02.00;0,431944444;Busbar_Adjacent_Crack+Horizontal_Band_Crack;Severe;11;276;26.67;70.39.00;0;9795;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601096907_0000000000000001384.jpg;Real_Inspection
PV-163;220601132796_0000000000000001385;310;32.06.00;09.51;40.02.00;0,431944444;Pressure_Mark+Minor_Spots;Moderate;7;288;27.31.00;72.95;0;3491;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601132796_0000000000000001385.jpg;Real_Inspection
PV-164;220601153686_0000000000000001386;310;32.06.00;09.51;40.02.00;0,431944444;Different_Module_Spots;Moderate;11;276;25.08.00;72.61;0;10498;04/01/2022;/content/drive/MyDrive/EL_Dataset_98/220601153686_0000000000000001386.jpg;Real_Inspection
PV-165;220601168879_0000000000000001387;310;32.06.00;09.51;40.02.00;0,431944444;Edge_Delamination+Multi_Dir_Crack;Severe;16;260;26.15.00;70.88;0;9606;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601168869_0000000000000001387.jpg;Real_Inspection
PV-166;220601083596_0000000000000001388;310;32.06.00;09.51;40.02.00;0,431944444;Frame_Stress_Crack+Mature_Staircase_Crack;Severe;12;273;26.98;71.94;0;9006;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601083596_0000000000000001388.jpg;Real_Inspection
PV-167;220601103275_0000000000000001389;310;32.06.00;09.51;40.02.00;0,431944444;Scattered_Spot+Hardware_Artifact;Severe;15;264;29.06.00;72.49.00;0;9361;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601103275_0000000000000001389.jpg;Real_Inspection
PV-168;220601172436_0000000000000001390;310;32.06.00;09.51;40.02.00;0,431944444;Left_Substing_Partial_Fail;Moderate;6;291;26.81;72.79;0;7424;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601172436_0000000000000001390.jpg;Real_Inspection
PV-169;220601084324_0000000000000001391;310;32.06.00;09.51;40.02.00;0,431944444;Linear_Crack_Scattered;Moderate;6;291;26.08.00;71.09.00;0;5310;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601084324_0000000000000001391.jpg;Real_Inspection
PV-170;220601133441_0000000000000001392;310;32.06.00;09.51;40.02.00;0,431944444;Random_Scatter_Crack+Triple_Mode_Active_Encap_Failure;Catastrophic;56;136;26.68;72.29.00;1;41462;04/01/2022;/content/drive/MyDrive/EL_Dataset_98/220601133441_0000000000000001392.jpg;Real_Inspection
PV-171;220601147584_0000000000000001393;310;32.06.00;09.51;40.02.00;0,431944444;Horizontal_Band+Inter_Cell_Crack;Severe;15;264;27.02.00;73.74;0;9891;04/01/2022;/content/drive/MyDrive/EL_Dataset_98/220601147584_0000000000000001393.jpg;Real_Inspection
PV-172;220601167968_0000000000000001394;310;32.06.00;09.51;40.02.00;0,431944444;Diagonal_Microcrack_Cluster+Quadrant_Mounting_Damage;Severe;12;273;28.22.00;70.91;0;11450;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601167958_0000000000000001394.jpg;Real_Inspection
PV-173;220601173789_0000000000000001395;310;32.06.00;09.51;40.02.00;0,431944444;Random_Scatter_Crack+Horizontal_Band_Crack;Severe;12;273;28.64;70.06.00;1;9636;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601173789_0000000000000001395.jpg;Real_Inspection
PV-174;220601116169_0000000000000001396;310;32.06.00;09.51;40.02.00;0,431944444;Edge_Zone_Crack+Localized_Upper_Left_Zone;Moderate;11;276;28.19.00;71.91;0;10104;04/04/2022;/content/drive/MyDrive/EL_Dataset_98/220601116159_0000000000000001396.jpg;Real_Inspection
PV-175;220601100611_0000000000000001397;310;32.06.00;09.51;40.02.00;0,431944444;Busbar_Adjacent_Crack+Large_Semicircular_Grounding_Lug;Severe;17;257;26.46.00;73.86;1;9969;04/01/2022;/content/drive/MyDrive/EL_Dataset_98/220601100611_0000000000000001397.jpg;Real_Inspection
PV-176;220601098574_0000000000000001398;310;32.06.00;09.51;40.02.00;0,431944444;Left_Substing_Partial_Fail;Moderate;9;282;27.96;72.07.00;0;8482;04/01/2022;/content/drive/MyDrive/EL_Dataset_98/220601098574_0000000000000001398.jpg;Real_Inspection
PV-177;220601176646_0000000000000001399;310;32.06.00;09.51;40.02.00;0,431944444;Horizontal_Band_Crack;Severe;13;270;27.47.00;72.65;0;9253;04/04/2022;/content/drive/MyDrive/EL_Dataset_98/220601176646_0000000000000001399.jpg;Real_Inspection
PV-178;220601146656_0000000000000001400;310;32.06.00;09.51;40.02.00;0,431944444;Dual_Comb_Pattern_Ribbon_Fail;Critical;42;180;26.02.00;72.89;1;24505;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601146656_0000000000000001400.jpg;Real_Inspection
PV-179;220601103710_0000000000000001401;310;32.06.00;09.51;40.02.00;0,431944444;Different_Module_Type+Edge_Delamination;Critical;44;174;26.06.00;69.52.00;1;29053;5/19/2022;/content/drive/MyDrive/EL_Dataset_98/220601103710_0000000000000001401.jpg;Real_Inspection
PV-180;220601096678_0000000000000001402;310;32.06.00;09.51;40.02.00;0,431944444;Vertical_Ribbon_Failure+Pressure;Severe;14;267;28.32.00;72.51.00;0;11761;04/01/2022;/content/drive/MyDrive/EL_Dataset_98/220601096478_0000000000000001402.jpg;Real_Inspection
PV-181;220601080814_0000000000000001403;310;32.06.00;09.51;40.02.00;0,431944444;Horizontal_Band_Crack;Severe;15;264;28.76;72.96;0;13282;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601080814_0000000000000001403.jpg;Real_Inspection
PV-182;220601160879_0000000000000001404;310;32.06.00;09.51;40.02.00;0,431944444;Scattered_Spots+Minor_Band;Moderate;9;282;28.78;70.91;0;3946;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601160879_0000000000000001404.jpg;Real_Inspection
PV-183;220601148904_0000000000000001405;310;32.06.00;09.51;40.02.00;0,431944444;Dual_Comb_Onset+Moisture;Severe;17;257;28.73;70.09.00;0;11954;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601148904_0000000000000001405.jpg;Real_Inspection
PV-184;220601143374_0000000000000001406;310;32.06.00;09.51;40.02.00;0,431944444;Minor_Impact_HalfCut;Minor;2;304;27.42.00;73.06.00;0;3365;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601143374_0000000000000001406.jpg;Real_Inspection
PV-185;220601153509_0000000000000001407;310;32.06.00;09.51;40.02.00;0,431944444;Comb_Onset_Col4;Severe;10;279;27.24.00;73.89;0;8925;5/19/2022;/content/drive/MyDrive/EL_Dataset_98/220601153509_0000000000000001407.jpg;Real_Inspection
PV-186;220601125765_0000000000000001408;310;32.06.00;09.51;40.02.00;0,431944444;Random_Scatter_Crack+Staircase_Crack_HalfCut;Moderate;7;288;28.16.00;72.07.00;0;4862;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601125765_0000000000000001408.jpg;Real_Inspection
PV-187;220601129740_0000000000000001409;310;32.06.00;09.51;40.02.00;0,431944444;Scattered_Minor_Damage;Moderate;6;291;28.31.00;71.43.00;0;4829;04/05/2022;/content/drive/MyDrive/EL_Dataset_98/220601129840_0000000000000001409.jpg;Real_Inspection
PV-188;220601138066_0000000000000001410;310;32.06.00;09.51;40.02.00;0,431944444;Large_Semicircular_Grounding_Lug;Severe;17;257;28.04.00;71.05.00;0;10488;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601138066_0000000000000001410.jpg;Real_Inspection
PV-189;220601118000_0000000000000001411;310;32.06.00;09.51;40.02.00;0,431944444;Edge_Zone_Crack+Tree_Branch_Crack;Moderate;8;285;27.75;71.08.00;0;9391;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601118000_0000000000000001411.jpg;Real_Inspection
PV-190;220601132603_0000000000000001412;310;32.06.00;09.51;40.02.00;0,431944444;Dual_Zone_Damage;Severe;14;267;26.52.00;71.04.00;0;13467;04/04/2022;/content/drive/MyDrive/EL_Dataset_98/220601132603_0000000000000001412.jpg;Real_Inspection
PV-191;220601154055_0000000000000001413;310;32.06.00;09.51;40.02.00;0,431944444;Mid_Panel_Band_Crack+Glass_Delamination_Slab;Critical;51;152;30.24.00;72.83;1;22686;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601154055_0000000000000001413.jpg;Real_Inspection
PV-192;220601166925_0000000000000001414;310;32.06.00;09.51;40.02.00;0,431944444;Random_Scatter_Crack+Scattered_Moderate_Spots;Moderate;10;279;26.14.00;72.82;0;4963;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601166925_0000000000000001414.jpg;Real_Inspection
PV-193;220601088705_0000000000000001415;310;32.06.00;09.51;40.02.00;0,431944444;Multi_Cell_Inactive+Distributed_Aging_Bands;Moderate;11;276;25.55.00;70.72;1;4738;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601088705_0000000000000001415.jpg;Real_Inspection
PV-194;220601143197_0000000000000001416;310;32.06.00;09.51;40.02.00;0,431944444;Minimal_Scattered;Minor;2;304;28.04.00;72.59.00;0;2080;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601143197_0000000000000001416.jpg;Real_Inspection
PV-195;220601131920_0000000000000001417;310;32.06.00;09.51;40.02.00;0,431944444;Distributed_Spots_HalfCut;Moderate;11;276;26.29.00;74.01.00;0;8970;5/19/2022;/content/drive/MyDrive/EL_Dataset_98/220601131920_0000000000000001417.jpg;Real_Inspection
PV-196;220601156998_0000000000000001418;310;32.06.00;09.51;40.02.00;0,431944444;Distributed_All_Column_Damage;Severe;14;267;28.87;73.41.00;1;11034;04/05/2022;/content/drive/MyDrive/EL_Dataset_98/220601156908_0000000000000001418.jpg;Real_Inspection
PV-197;220601158411_0000000000000001419;310;32.06.00;09.51;40.02.00;0,431944444;Busbar_Adjacent_Crack+Comb_Onset_Col4;Severe;15;264;29.19.00;72.64;0;13220;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601158411_0000000000000001419.jpg;Real_Inspection
PV-198;220601091664_0000000000000001420;310;32.06.00;09.51;40.02.00;0,431944444;Localized_Substing_Failure;Moderate;4;298;25.99;73.73;0;9667;5/20/2022;/content/drive/MyDrive/EL_Dataset_98/220601091664_0000000000000001420.jpg;Real_Inspection
PV-199;220601137496_0000000000000001421;310;32.06.00;09.51;40.02.00;0,431944444;Multi_Cell_Inactive+Large_Semicircular_Grounding_Lug;Severe;13;270;27.98;70.42.00;0;9781;3/31/2022;/content/drive/MyDrive/EL_Dataset_98/220601137492_0000000000000001421.jpg;Real_Inspection
